coo: 43.00417_-81.275146,E 00:00:00,E 01:00:00,E 02:00:00,E 03:00:00,E 04:00:00,E 05:00:00,E 06:00:00,E 07:00:00,E 08:00:00,E 09:00:00,E 10:00:00,E 11:00:00,E 12:00:00,E 13:00:00,E 14:00:00,E 15:00:00,E 16:00:00,E 17:00:00,E 18:00:00,E 19:00:00,E 20:00:00,E 21:00:00,E 22:00:00,E 23:00:00
7/9/2022,0,0,0,0,0,90.04,80.23,69.74,58.88,47.94,37.35,27.94,21.65,21.61,27.83,37.23,47.81,58.76,69.63,80.13,89.97,0,0,0
7/10/2022,0,0,0,0,0,90.16,80.34,69.85,58.98,48.05,37.46,28.06,21.78,21.72,27.92,37.29,47.87,58.81,69.69,80.2,90.04,0,0,0
7/11/2022,0,0,0,0,0,90.27,80.45,69.96,59.09,48.16,37.58,28.18,21.92,21.84,28.01,37.36,47.93,58.87,69.75,80.26,90.12,0,0,0
7/12/2022,0,0,0,0,0,90.4,80.57,70.07,59.2,48.26,37.69,28.31,22.06,21.97,28.1,37.43,47.99,58.93,69.81,80.34,90.2,0,0,0
7/13/2022,0,0,0,0,0,90.52,80.69,70.18,59.31,48.38,37.81,28.45,22.21,22.1,28.2,37.51,48.06,59,69.89,80.42,90.29,0,0,0
7/14/2022,0,0,0,0,0,90.65,80.81,70.3,59.42,48.49,37.93,28.58,22.36,22.25,28.31,37.6,48.14,59.07,69.97,80.5,90.39,0,0,0
7/15/2022,0,0,0,0,0,90.78,80.93,70.42,59.54,48.61,38.06,28.72,22.52,22.39,28.43,37.69,48.22,59.15,70.05,80.59,90.49,0,0,0
7/16/2022,0,0,0,0,0,0,81.06,70.54,59.66,48.73,38.19,28.87,22.68,22.55,28.55,37.79,48.31,59.24,70.14,80.69,90.6,0,0,0
7/17/2022,0,0,0,0,0,0,81.19,70.66,59.78,48.85,38.32,29.02,22.85,22.71,28.68,37.89,48.4,59.33,70.23,80.79,90.71,0,0,0
7/18/2022,0,0,0,0,0,0,81.32,70.78,59.9,48.98,38.45,29.17,23.03,22.87,28.81,38,48.5,59.43,70.33,80.9,90.83,0,0,0
7/19/2022,0,0,0,0,0,0,81.45,70.91,60.03,49.1,38.59,29.33,23.21,23.05,28.95,38.12,48.61,59.53,70.44,81.01,0,0,0,0
7/20/2022,0,0,0,0,0,0,81.59,71.04,60.15,49.23,38.73,29.49,23.39,23.23,29.1,38.24,48.72,59.64,70.55,81.13,0,0,0,0
7/21/2022,0,0,0,0,0,0,81.73,71.17,60.28,49.37,38.87,29.65,23.58,23.41,29.25,38.37,48.83,59.75,70.66,81.26,0,0,0,0
7/22/2022,0,0,0,0,0,0,81.87,71.31,60.41,49.5,39.02,29.82,23.78,23.6,29.41,38.5,48.95,59.87,70.79,81.39,0,0,0,0
7/23/2022,0,0,0,0,0,0,82.01,71.45,60.55,49.64,39.16,29.99,23.98,23.8,29.58,38.64,49.08,59.99,70.91,81.52,0,0,0,0
7/24/2022,0,0,0,0,0,0,82.16,71.58,60.68,49.77,39.31,30.17,24.18,24,29.75,38.79,49.21,60.12,71.05,81.66,0,0,0,0
7/25/2022,0,0,0,0,0,0,82.31,71.72,60.82,49.91,39.47,30.35,24.39,24.21,29.93,38.94,49.35,60.26,71.18,81.81,0,0,0,0
7/26/2022,0,0,0,0,0,0,82.46,71.87,60.96,50.06,39.62,30.53,24.6,24.43,30.11,39.1,49.5,60.4,71.33,81.96,0,0,0,0
7/27/2022,0,0,0,0,0,0,82.61,72.01,61.1,50.2,39.78,30.71,24.82,24.65,30.3,39.27,49.65,60.54,71.48,82.12,0,0,0,0
7/28/2022,0,0,0,0,0,0,82.76,72.16,61.24,50.35,39.94,30.9,25.05,24.88,30.5,39.44,49.8,60.69,71.63,82.28,0,0,0,0
7/29/2022,0,0,0,0,0,0,82.92,72.3,61.39,50.5,40.11,31.1,25.27,25.11,30.7,39.61,49.97,60.85,71.79,82.45,0,0,0,0
7/30/2022,0,0,0,0,0,0,83.08,72.45,61.53,50.65,40.28,31.29,25.51,25.35,30.91,39.79,50.13,61.01,71.95,82.62,0,0,0,0
7/31/2022,0,0,0,0,0,0,83.24,72.6,61.68,50.8,40.44,31.49,25.74,25.59,31.13,39.98,50.31,61.18,72.12,82.8,0,0,0,0
8/1/2022,0,0,0,0,0,0,83.4,72.75,61.83,50.96,40.62,31.7,25.99,25.84,31.35,40.18,50.48,61.35,72.3,82.98,0,0,0,0
8/2/2022,0,0,0,0,0,0,83.56,72.91,61.98,51.11,40.79,31.9,26.23,26.1,31.58,40.38,50.67,61.53,72.48,83.17,0,0,0,0
8/3/2022,0,0,0,0,0,0,83.73,73.06,62.13,51.27,40.97,32.11,26.48,26.36,31.81,40.58,50.86,61.72,72.67,83.37,0,0,0,0
8/4/2022,0,0,0,0,0,0,83.89,73.22,62.29,51.43,41.15,32.33,26.74,26.62,32.05,40.79,51.05,61.91,72.86,83.57,0,0,0,0
8/5/2022,0,0,0,0,0,0,84.06,73.38,62.44,51.6,41.33,32.54,26.99,26.89,32.29,41.01,51.25,62.1,73.05,83.77,0,0,0,0
8/6/2022,0,0,0,0,0,0,84.23,73.54,62.6,51.76,41.51,32.76,27.26,27.17,32.54,41.23,51.46,62.3,73.25,83.98,0,0,0,0
8/7/2022,0,0,0,0,0,0,84.4,73.7,62.76,51.93,41.7,32.99,27.52,27.45,32.8,41.46,51.67,62.5,73.46,84.19,0,0,0,0
8/8/2022,0,0,0,0,0,0,84.57,73.86,62.92,52.1,41.89,33.21,27.79,27.73,33.06,41.69,51.88,62.71,73.67,84.41,0,0,0,0
8/9/2022,0,0,0,0,0,0,84.74,74.02,63.08,52.27,42.08,33.44,28.07,28.02,33.32,41.93,52.1,62.93,73.89,84.63,0,0,0,0
8/10/2022,0,0,0,0,0,0,84.92,74.19,63.24,52.44,42.28,33.68,28.35,28.31,33.59,42.17,52.33,63.15,74.11,84.86,0,0,0,0
8/11/2022,0,0,0,0,0,0,85.09,74.35,63.41,52.61,42.47,33.91,28.63,28.61,33.87,42.42,52.56,63.37,74.33,85.09,0,0,0,0
8/12/2022,0,0,0,0,0,0,85.27,74.52,63.57,52.79,42.67,34.15,28.92,28.92,34.15,42.67,52.8,63.6,74.56,85.33,0,0,0,0
8/13/2022,0,0,0,0,0,0,85.44,74.69,63.74,52.96,42.87,34.4,29.21,29.22,34.44,42.93,53.04,63.83,74.8,85.57,0,0,0,0
8/14/2022,0,0,0,0,0,0,85.62,74.86,63.91,53.14,43.08,34.64,29.5,29.53,34.73,43.2,53.28,64.07,75.03,85.82,0,0,0,0
8/15/2022,0,0,0,0,0,0,85.8,75.03,64.08,53.32,43.28,34.89,29.8,29.85,35.02,43.46,53.54,64.31,75.28,86.07,0,0,0,0
8/16/2022,0,0,0,0,0,0,85.98,75.2,64.25,53.51,43.49,35.14,30.1,30.17,35.32,43.74,53.79,64.56,75.53,86.32,0,0,0,0
8/17/2022,0,0,0,0,0,0,86.16,75.37,64.42,53.69,43.7,35.4,30.4,30.49,35.63,44.02,54.05,64.81,75.78,86.58,0,0,0,0
8/18/2022,0,0,0,0,0,0,86.35,75.55,64.6,53.88,43.91,35.65,30.71,30.82,35.94,44.3,54.31,65.07,76.03,86.84,0,0,0,0
8/19/2022,0,0,0,0,0,0,86.53,75.72,64.77,54.06,44.13,35.92,31.02,31.15,36.25,44.59,54.58,65.33,76.29,87.11,0,0,0,0
8/20/2022,0,0,0,0,0,0,86.71,75.9,64.95,54.25,44.35,36.18,31.33,31.49,36.57,44.88,54.86,65.59,76.56,87.38,0,0,0,0
8/21/2022,0,0,0,0,0,0,86.9,76.07,65.13,54.45,44.57,36.45,31.65,31.82,36.89,45.17,55.13,65.86,76.82,87.65,0,0,0,0
8/22/2022,0,0,0,0,0,0,87.08,76.25,65.31,54.64,44.79,36.71,31.97,32.17,37.22,45.47,55.41,66.13,77.09,87.93,0,0,0,0
8/23/2022,0,0,0,0,0,0,87.27,76.43,65.49,54.83,45.02,36.99,32.3,32.51,37.55,45.78,55.7,66.41,77.37,88.21,0,0,0,0
8/24/2022,0,0,0,0,0,0,87.46,76.61,65.67,55.03,45.24,37.26,32.62,32.86,37.88,46.08,55.99,66.69,77.65,88.5,0,0,0,0
8/25/2022,0,0,0,0,0,0,87.64,76.79,65.85,55.23,45.47,37.54,32.95,33.21,38.21,46.4,56.28,66.97,77.93,88.78,0,0,0,0
8/26/2022,0,0,0,0,0,0,87.83,76.97,66.04,55.43,45.71,37.82,33.28,33.56,38.56,46.71,56.58,67.26,78.21,89.08,0,0,0,0
8/27/2022,0,0,0,0,0,0,88.02,77.15,66.22,55.63,45.94,38.1,33.62,33.92,38.9,47.03,56.88,67.55,78.5,89.37,0,0,0,0
8/28/2022,0,0,0,0,0,0,88.21,77.33,66.41,55.83,46.18,38.39,33.96,34.28,39.25,47.35,57.18,67.84,78.79,89.67,0,0,0,0
8/29/2022,0,0,0,0,0,0,88.4,77.52,66.6,56.04,46.42,38.68,34.3,34.65,39.6,47.68,57.49,68.14,79.09,89.97,0,0,0,0
8/30/2022,0,0,0,0,0,0,88.59,77.7,66.79,56.25,46.66,38.97,34.64,35.01,39.95,48.01,57.8,68.43,79.39,90.27,0,0,0,0
8/31/2022,0,0,0,0,0,0,88.78,77.88,66.98,56.46,46.9,39.26,34.99,35.38,40.3,48.34,58.11,68.74,79.69,90.57,0,0,0,0
9/1/2022,0,0,0,0,0,0,88.97,78.07,67.17,56.67,47.15,39.56,35.33,35.75,40.66,48.67,58.43,69.04,79.99,0,0,0,0,0
9/2/2022,0,0,0,0,0,0,89.17,78.26,67.36,56.88,47.39,39.86,35.68,36.12,41.03,49.01,58.74,69.35,80.29,0,0,0,0,0
9/3/2022,0,0,0,0,0,0,89.36,78.45,67.56,57.09,47.64,40.16,36.04,36.5,41.39,49.35,59.07,69.66,80.6,0,0,0,0,0
9/4/2022,0,0,0,0,0,0,89.55,78.63,67.75,57.31,47.9,40.46,36.39,36.88,41.76,49.7,59.39,69.97,80.91,0,0,0,0,0
9/5/2022,0,0,0,0,0,0,89.75,78.82,67.95,57.53,48.15,40.77,36.75,37.26,42.12,50.04,59.72,70.29,81.22,0,0,0,0,0
9/6/2022,0,0,0,0,0,0,89.94,79.01,68.15,57.75,48.41,41.08,37.11,37.64,42.5,50.39,60.05,70.61,81.54,0,0,0,0,0
9/7/2022,0,0,0,0,0,0,90.13,79.2,68.35,57.97,48.67,41.39,37.47,38.02,42.87,50.74,60.38,70.93,81.86,0,0,0,0,0
9/8/2022,0,0,0,0,0,0,90.33,79.4,68.55,58.19,48.93,41.7,37.83,38.41,43.24,51.1,60.71,71.25,82.17,0,0,0,0,0
9/9/2022,0,0,0,0,0,0,90.53,79.59,68.75,58.41,49.19,42.02,38.2,38.79,43.62,51.45,61.05,71.57,82.49,0,0,0,0,0
9/10/2022,0,0,0,0,0,0,90.72,79.78,68.95,58.64,49.45,42.33,38.56,39.18,44,51.81,61.38,71.9,82.82,0,0,0,0,0
9/11/2022,0,0,0,0,0,0,0,79.98,69.15,58.87,49.72,42.65,38.93,39.57,44.38,52.17,61.72,72.23,83.14,0,0,0,0,0
9/12/2022,0,0,0,0,0,0,0,80.17,69.36,59.1,49.99,42.97,39.3,39.96,44.76,52.53,62.06,72.55,83.46,0,0,0,0,0
9/13/2022,0,0,0,0,0,0,0,80.37,69.57,59.33,50.26,43.29,39.67,40.36,45.15,52.89,62.41,72.88,83.79,0,0,0,0,0
9/14/2022,0,0,0,0,0,0,0,80.57,69.77,59.56,50.53,43.62,40.04,40.75,45.53,53.25,62.75,73.21,84.11,0,0,0,0,0
9/15/2022,0,0,0,0,0,0,0,80.76,69.98,59.8,50.81,43.94,40.42,41.14,45.92,53.62,63.09,73.55,84.44,0,0,0,0,0
9/16/2022,0,0,0,0,0,0,0,80.96,70.19,60.03,51.08,44.27,40.79,41.54,46.3,53.98,63.44,73.88,84.77,0,0,0,0,0
9/17/2022,0,0,0,0,0,0,0,81.16,70.41,60.27,51.36,44.6,41.17,41.94,46.69,54.35,63.79,74.21,85.1,0,0,0,0,0
9/18/2022,0,0,0,0,0,0,0,81.36,70.62,60.51,51.64,44.93,41.55,42.33,47.08,54.71,64.13,74.55,85.43,0,0,0,0,0
9/19/2022,0,0,0,0,0,0,0,81.56,70.83,60.75,51.92,45.26,41.92,42.73,47.47,55.08,64.48,74.88,85.76,0,0,0,0,0
9/20/2022,0,0,0,0,0,0,0,81.76,71.05,60.99,52.2,45.6,42.3,43.13,47.86,55.45,64.83,75.22,86.09,0,0,0,0,0
9/21/2022,0,0,0,0,0,0,0,81.97,71.26,61.23,52.49,45.93,42.68,43.53,48.25,55.82,65.18,75.56,86.42,0,0,0,0,0
9/22/2022,0,0,0,0,0,0,0,82.17,71.48,61.48,52.77,46.27,43.06,43.93,48.64,56.19,65.53,75.89,86.75,0,0,0,0,0
9/23/2022,0,0,0,0,0,0,0,82.37,71.7,61.72,53.06,46.6,43.44,44.32,49.03,56.56,65.88,76.23,87.08,0,0,0,0,0
9/24/2022,0,0,0,0,0,0,0,82.58,71.92,61.97,53.35,46.94,43.82,44.72,49.42,56.93,66.23,76.56,87.41,0,0,0,0,0
9/25/2022,0,0,0,0,0,0,0,82.78,72.14,62.22,53.64,47.28,44.2,45.12,49.81,57.3,66.58,76.9,87.74,0,0,0,0,0
9/26/2022,0,0,0,0,0,0,0,82.99,72.36,62.47,53.93,47.62,44.59,45.52,50.2,57.67,66.93,77.24,88.07,0,0,0,0,0
9/27/2022,0,0,0,0,0,0,0,83.2,72.59,62.72,54.23,47.96,44.97,45.92,50.59,58.04,67.28,77.57,88.39,0,0,0,0,0
9/28/2022,0,0,0,0,0,0,0,83.41,72.81,62.98,54.52,48.31,45.35,46.32,50.97,58.4,67.63,77.9,88.72,0,0,0,0,0
9/29/2022,0,0,0,0,0,0,0,83.61,73.04,63.23,54.81,48.65,45.73,46.71,51.36,58.77,67.97,78.24,89.05,0,0,0,0,0
9/30/2022,0,0,0,0,0,0,0,83.82,73.26,63.49,55.11,48.99,46.11,47.11,51.75,59.14,68.32,78.57,89.37,0,0,0,0,0
10/1/2022,0,0,0,0,0,0,0,84.03,73.49,63.74,55.41,49.33,46.5,47.51,52.14,59.51,68.67,78.9,89.7,0,0,0,0,0
10/2/2022,0,0,0,0,0,0,0,84.25,73.72,64,55.71,49.68,46.88,47.9,52.52,59.87,69.01,79.23,90.02,0,0,0,0,0
10/3/2022,0,0,0,0,0,0,0,84.46,73.95,64.26,56.01,50.02,47.26,48.3,52.91,60.23,69.36,79.56,90.34,0,0,0,0,0
10/4/2022,0,0,0,0,0,0,0,84.67,74.18,64.52,56.3,50.37,47.64,48.69,53.29,60.6,69.7,79.89,90.66,0,0,0,0,0
10/5/2022,0,0,0,0,0,0,0,84.88,74.41,64.78,56.61,50.71,48.02,49.08,53.67,60.96,70.04,80.21,0,0,0,0,0,0
10/6/2022,0,0,0,0,0,0,0,85.1,74.64,65.04,56.91,51.06,48.4,49.47,54.05,61.32,70.38,80.54,0,0,0,0,0,0
10/7/2022,0,0,0,0,0,0,0,85.31,74.87,65.3,57.21,51.4,48.78,49.86,54.43,61.68,70.72,80.86,0,0,0,0,0,0
10/8/2022,0,0,0,0,0,0,0,85.52,75.11,65.57,57.51,51.75,49.15,50.25,54.81,62.03,71.05,81.18,0,0,0,0,0,0
10/9/2022,0,0,0,0,0,0,0,85.74,75.34,65.83,57.81,52.09,49.53,50.64,55.18,62.39,71.39,81.5,0,0,0,0,0,0
10/10/2022,0,0,0,0,0,0,0,85.96,75.58,66.1,58.12,52.43,49.9,51.02,55.56,62.74,71.72,81.81,0,0,0,0,0,0
10/11/2022,0,0,0,0,0,0,0,86.17,75.81,66.36,58.42,52.78,50.28,51.4,55.93,63.09,72.05,82.12,0,0,0,0,0,0
10/12/2022,0,0,0,0,0,0,0,86.39,76.05,66.63,58.72,53.12,50.65,51.78,56.3,63.44,72.37,82.44,0,0,0,0,0,0
10/13/2022,0,0,0,0,0,0,0,86.61,76.29,66.89,59.03,53.46,51.02,52.16,56.66,63.78,72.7,82.74,0,0,0,0,0,0
10/14/2022,0,0,0,0,0,0,0,86.83,76.52,67.16,59.33,53.8,51.39,52.54,57.03,64.12,73.02,83.05,0,0,0,0,0,0
10/15/2022,0,0,0,0,0,0,0,87.04,76.76,67.43,59.63,54.14,51.75,52.91,57.39,64.46,73.34,83.35,0,0,0,0,0,0
10/16/2022,0,0,0,0,0,0,0,87.26,77,67.69,59.93,54.48,52.12,53.28,57.75,64.8,73.65,83.65,0,0,0,0,0,0
10/17/2022,0,0,0,0,0,0,0,87.48,77.24,67.96,60.24,54.82,52.48,53.65,58.1,65.14,73.97,83.94,0,0,0,0,0,0
10/18/2022,0,0,0,0,0,0,0,87.7,77.48,68.23,60.54,55.16,52.84,54.02,58.45,65.47,74.27,84.24,0,0,0,0,0,0
10/19/2022,0,0,0,0,0,0,0,87.92,77.72,68.5,60.84,55.49,53.2,54.38,58.8,65.79,74.58,84.53,0,0,0,0,0,0
10/20/2022,0,0,0,0,0,0,0,88.14,77.96,68.76,61.14,55.83,53.56,54.74,59.15,66.12,74.88,84.81,0,0,0,0,0,0
10/21/2022,0,0,0,0,0,0,0,88.36,78.2,69.03,61.44,56.16,53.91,55.1,59.49,66.44,75.18,85.09,0,0,0,0,0,0
10/22/2022,0,0,0,0,0,0,0,88.58,78.44,69.3,61.74,56.49,54.27,55.45,59.83,66.76,75.48,85.37,0,0,0,0,0,0
10/23/2022,0,0,0,0,0,0,0,88.8,78.68,69.57,62.04,56.82,54.61,55.8,60.17,67.07,75.77,85.64,0,0,0,0,0,0
10/24/2022,0,0,0,0,0,0,0,89.03,78.92,69.83,62.34,57.15,54.96,56.15,60.5,67.38,76.06,85.91,0,0,0,0,0,0
10/25/2022,0,0,0,0,0,0,0,89.25,79.16,70.1,62.64,57.47,55.3,56.49,60.83,67.69,76.34,86.18,0,0,0,0,0,0
10/26/2022,0,0,0,0,0,0,0,89.47,79.4,70.36,62.93,57.8,55.64,56.83,61.15,67.99,76.62,86.44,0,0,0,0,0,0
10/27/2022,0,0,0,0,0,0,0,89.69,79.64,70.63,63.23,58.12,55.98,57.17,61.47,68.28,76.89,86.7,0,0,0,0,0,0
10/28/2022,0,0,0,0,0,0,0,89.91,79.88,70.89,63.52,58.44,56.32,57.5,61.79,68.58,77.16,86.95,0,0,0,0,0,0
10/29/2022,0,0,0,0,0,0,0,90.13,80.12,71.16,63.81,58.75,56.65,57.83,62.1,68.87,77.43,87.2,0,0,0,0,0,0
10/30/2022,0,0,0,0,0,0,0,90.35,80.35,71.42,64.1,59.07,56.97,58.15,62.41,69.15,77.69,87.44,0,0,0,0,0,0
10/31/2022,0,0,0,0,0,0,0,90.57,80.59,71.68,64.39,59.38,57.3,58.47,62.71,69.43,77.95,87.68,0,0,0,0,0,0
11/1/2022,0,0,0,0,0,0,0,90.79,80.83,71.94,64.67,59.69,57.62,58.79,63.01,69.7,78.2,87.91,0,0,0,0,0,0
11/2/2022,0,0,0,0,0,0,0,0,81.07,72.2,64.96,59.99,57.93,59.1,63.3,69.97,78.45,88.14,0,0,0,0,0,0
11/3/2022,0,0,0,0,0,0,0,0,81.3,72.46,65.24,60.3,58.25,59.4,63.59,70.24,78.69,88.36,0,0,0,0,0,0
11/4/2022,0,0,0,0,0,0,0,0,81.54,72.72,65.52,60.6,58.55,59.71,63.87,70.5,78.92,88.58,0,0,0,0,0,0
11/5/2022,0,0,0,0,0,0,0,0,81.77,72.97,65.8,60.89,58.86,60,64.15,70.75,79.16,88.79,0,0,0,0,0,0
11/6/2022,0,0,0,0,0,0,0,0,82.01,73.23,66.07,61.18,59.16,60.3,64.42,71,79.38,89,0,0,0,0,0,0
11/7/2022,0,0,0,0,0,0,0,0,82.24,73.48,66.35,61.47,59.45,60.58,64.69,71.25,79.6,89.2,0,0,0,0,0,0
11/8/2022,0,0,0,0,0,0,0,0,82.47,73.73,66.62,61.76,59.74,60.87,64.96,71.48,79.82,89.39,0,0,0,0,0,0
11/9/2022,0,0,0,0,0,0,0,0,82.7,73.98,66.88,62.04,60.03,61.14,65.21,71.72,80.03,89.58,0,0,0,0,0,0
11/10/2022,0,0,0,0,0,0,0,0,82.93,74.22,67.15,62.32,60.31,61.41,65.46,71.94,80.23,89.77,0,0,0,0,0,0
11/11/2022,0,0,0,0,0,0,0,0,83.15,74.47,67.41,62.59,60.59,61.68,65.71,72.16,80.43,89.94,0,0,0,0,0,0
11/12/2022,0,0,0,0,0,0,0,0,83.38,74.71,67.67,62.86,60.86,61.94,65.95,72.38,80.62,90.12,0,0,0,0,0,0
11/13/2022,0,0,0,0,0,0,0,0,83.6,74.95,67.92,63.13,61.13,62.2,66.18,72.59,80.8,90.28,0,0,0,0,0,0
11/14/2022,0,0,0,0,0,0,0,0,83.82,75.18,68.17,63.39,61.39,62.45,66.41,72.79,80.98,90.44,0,0,0,0,0,0
11/15/2022,0,0,0,0,0,0,0,0,84.04,75.42,68.42,63.65,61.65,62.69,66.63,72.99,81.16,90.6,0,0,0,0,0,0
11/16/2022,0,0,0,0,0,0,0,0,84.26,75.65,68.67,63.9,61.9,62.93,66.85,73.18,81.33,90.74,0,0,0,0,0,0
11/17/2022,0,0,0,0,0,0,0,0,84.47,75.88,68.91,64.15,62.14,63.16,67.06,73.37,81.49,0,0,0,0,0,0,0
11/18/2022,0,0,0,0,0,0,0,0,84.69,76.1,69.15,64.39,62.38,63.39,67.26,73.54,81.64,0,0,0,0,0,0,0
11/19/2022,0,0,0,0,0,0,0,0,84.9,76.33,69.38,64.63,62.62,63.61,67.46,73.72,81.79,0,0,0,0,0,0,0
11/20/2022,0,0,0,0,0,0,0,0,85.11,76.55,69.61,64.87,62.85,63.82,67.65,73.88,81.93,0,0,0,0,0,0,0
11/21/2022,0,0,0,0,0,0,0,0,85.31,76.76,69.83,65.09,63.07,64.03,67.84,74.04,82.07,0,0,0,0,0,0,0
11/22/2022,0,0,0,0,0,0,0,0,85.52,76.98,70.05,65.32,63.29,64.23,68.01,74.19,82.2,0,0,0,0,0,0,0
11/23/2022,0,0,0,0,0,0,0,0,85.72,77.19,70.27,65.54,63.5,64.42,68.18,74.34,82.32,0,0,0,0,0,0,0
11/24/2022,0,0,0,0,0,0,0,0,85.91,77.39,70.48,65.75,63.7,64.61,68.35,74.48,82.44,0,0,0,0,0,0,0
11/25/2022,0,0,0,0,0,0,0,0,86.11,77.59,70.69,65.96,63.9,64.79,68.51,74.61,82.54,0,0,0,0,0,0,0
11/26/2022,0,0,0,0,0,0,0,0,86.3,77.79,70.89,66.16,64.09,64.96,68.66,74.74,82.65,0,0,0,0,0,0,0
11/27/2022,0,0,0,0,0,0,0,0,86.49,77.99,71.09,66.35,64.28,65.13,68.8,74.85,82.74,0,0,0,0,0,0,0
11/28/2022,0,0,0,0,0,0,0,0,86.68,78.18,71.29,66.54,64.46,65.29,68.94,74.97,82.83,0,0,0,0,0,0,0
11/29/2022,0,0,0,0,0,0,0,0,86.86,78.36,71.47,66.73,64.63,65.45,69.07,75.07,82.91,0,0,0,0,0,0,0
11/30/2022,0,0,0,0,0,0,0,0,87.04,78.55,71.66,66.91,64.8,65.59,69.19,75.17,82.99,0,0,0,0,0,0,0
12/1/2022,0,0,0,0,0,0,0,0,87.21,78.72,71.84,67.08,64.96,65.73,69.3,75.26,83.06,0,0,0,0,0,0,0
12/2/2022,0,0,0,0,0,0,0,0,87.38,78.9,72.01,67.25,65.11,65.86,69.41,75.34,83.12,0,0,0,0,0,0,0
12/3/2022,0,0,0,0,0,0,0,0,87.55,79.07,72.18,67.41,65.26,65.99,69.51,75.42,83.18,0,0,0,0,0,0,0
12/4/2022,0,0,0,0,0,0,0,0,87.71,79.23,72.34,67.56,65.4,66.11,69.61,75.49,83.22,0,0,0,0,0,0,0
12/5/2022,0,0,0,0,0,0,0,0,87.87,79.39,72.49,67.71,65.53,66.22,69.69,75.55,83.27,0,0,0,0,0,0,0
12/6/2022,0,0,0,0,0,0,0,0,88.03,79.55,72.64,67.85,65.65,66.32,69.77,75.61,83.3,0,0,0,0,0,0,0
12/7/2022,0,0,0,0,0,0,0,0,88.18,79.69,72.79,67.99,65.77,66.42,69.84,75.65,83.33,0,0,0,0,0,0,0
12/8/2022,0,0,0,0,0,0,0,0,88.32,79.84,72.93,68.11,65.88,66.51,69.91,75.7,83.35,0,0,0,0,0,0,0
12/9/2022,0,0,0,0,0,0,0,0,88.46,79.98,73.06,68.24,65.99,66.59,69.96,75.73,83.36,0,0,0,0,0,0,0
12/10/2022,0,0,0,0,0,0,0,0,88.6,80.11,73.19,68.35,66.08,66.66,70.01,75.76,83.37,0,0,0,0,0,0,0
12/11/2022,0,0,0,0,0,0,0,0,88.73,80.24,73.31,68.46,66.17,66.73,70.06,75.78,83.37,0,0,0,0,0,0,0
12/12/2022,0,0,0,0,0,0,0,0,88.86,80.36,73.42,68.56,66.26,66.79,70.09,75.79,83.37,0,0,0,0,0,0,0
12/13/2022,0,0,0,0,0,0,0,0,88.99,80.48,73.53,68.65,66.33,66.84,70.12,75.79,83.35,0,0,0,0,0,0,0
12/14/2022,0,0,0,0,0,0,0,0,89.1,80.59,73.63,68.74,66.4,66.88,70.14,75.79,83.33,0,0,0,0,0,0,0
12/15/2022,0,0,0,0,0,0,0,0,89.22,80.7,73.73,68.82,66.46,66.92,70.15,75.78,83.31,0,0,0,0,0,0,0
12/16/2022,0,0,0,0,0,0,0,0,89.33,80.8,73.82,68.89,66.51,66.95,70.16,75.77,83.27,0,0,0,0,0,0,0
12/17/2022,0,0,0,0,0,0,0,0,89.43,80.9,73.9,68.96,66.55,66.97,70.15,75.74,83.24,0,0,0,0,0,0,0
12/18/2022,0,0,0,0,0,0,0,0,89.53,80.98,73.98,69.02,66.59,66.98,70.14,75.71,83.19,0,0,0,0,0,0,0
12/19/2022,0,0,0,0,0,0,0,0,89.62,81.07,74.05,69.07,66.62,66.99,70.13,75.68,83.14,0,0,0,0,0,0,0
12/20/2022,0,0,0,0,0,0,0,0,89.7,81.14,74.11,69.11,66.64,66.99,70.1,75.63,83.08,0,0,0,0,0,0,0
12/21/2022,0,0,0,0,0,0,0,0,89.78,81.21,74.17,69.15,66.66,66.98,70.07,75.58,83.01,0,0,0,0,0,0,0
12/22/2022,0,0,0,0,0,0,0,0,89.86,81.28,74.22,69.18,66.66,66.96,70.03,75.53,82.94,0,0,0,0,0,0,0
12/23/2022,0,0,0,0,0,0,0,0,89.93,81.34,74.26,69.2,66.66,66.93,69.98,75.46,82.87,0,0,0,0,0,0,0
12/24/2022,0,0,0,0,0,0,0,0,89.99,81.39,74.29,69.22,66.65,66.9,69.93,75.39,82.78,0,0,0,0,0,0,0
12/25/2022,0,0,0,0,0,0,0,0,90.05,81.43,74.32,69.23,66.64,66.86,69.87,75.31,82.69,0,0,0,0,0,0,0
12/26/2022,0,0,0,0,0,0,0,0,90.1,81.47,74.34,69.23,66.62,66.81,69.8,75.23,82.6,0,0,0,0,0,0,0
12/27/2022,0,0,0,0,0,0,0,0,90.15,81.5,74.36,69.22,66.58,66.76,69.73,75.14,82.5,0,0,0,0,0,0,0
12/28/2022,0,0,0,0,0,0,0,0,90.19,81.53,74.37,69.21,66.55,66.7,69.64,75.04,82.39,0,0,0,0,0,0,0
12/29/2022,0,0,0,0,0,0,0,0,90.22,81.55,74.37,69.18,66.5,66.63,69.55,74.94,82.28,0,0,0,0,0,0,0
12/30/2022,0,0,0,0,0,0,0,0,90.25,81.56,74.36,69.15,66.44,66.55,69.46,74.83,82.16,0,0,0,0,0,0,0
12/31/2022,0,0,0,0,0,0,0,0,90.27,81.57,74.35,69.12,66.38,66.47,69.35,74.71,82.03,90.81,0,0,0,0,0,0
